DateTime,IUCR,Arrest,Domestic,Beat,District,Ward,Community,Year
07/03/2002 01:30:00 AM,1320,false,false,0422,004,7,46,2002
07/03/2002 01:30:00 AM,0810,false,false,1411,014,35,22,2002
07/03/2002 01:33:56 AM,1121,false,false,0922,009,11,59,2002
07/03/2002 01:35:00 AM,0110,true,false,1211,012,2,28,2002
07/03/2002 01:38:15 AM,0420,false,true,0533,005,9,54,2002
07/03/2002 01:40:00 AM,0560,false,false,1123,011,28,27,2002
07/03/2002 01:42:39 AM,0430,true,false,0221,002,3,38,2002
07/03/2002 01:52:48 AM,0460,true,false,1832,018,42,8,2002
07/03/2002 01:54:20 AM,1310,false,false,0611,006,21,71,2002
07/03/2002 01:55:00 AM,0610,false,false,0824,008,16,66,2002
07/03/2002 01:59:28 AM,4387,false,false,0314,003,20,42,2002
07/03/2002 02:00:00 AM,0820,false,false,0411,004,5,43,2002
07/03/2002 02:00:00 AM,0820,false,false,2211,022,19,74,2002
07/03/2002 02:00:00 AM,1320,false,false,1724,017,33,16,2002
07/03/2002 02:00:00 AM,0486,false,true,1432,014,32,22,2002
07/03/2002 02:00:00 AM,0460,false,true,1833,018,42,8,2002
07/03/2002 02:00:00 AM,0820,false,false,0334,003,7,43,2002
07/03/2002 02:00:00 AM,2825,false,false,2211,022,19,74,2002
